ID,Boarding Area,Terminal,Language,Gender,Where,Country,Bay Area,Airport Rating,Art Rating,Restaurant Rating,Moving Walkways Rating,Arrival Booth Rating,Departure Booth Rating,Signage Rating,Directional Signs Rating,Parking Rating,Airtrain Rating,Parking Shuttle Rating,Rental Car Center Rating,Retail Rating,Form Of Transportation,Mode Of Transportation Rating,Car Arrivals,Green Rental,Question Green Rental,Carbon Offset,Purpose Of Travel,Ease Of Finding Way Rating,Security Rating,Airport Cleanliness,Boarding Area Cleanliness,Garage Cleanliness,Air Train Cleanliness,Rental Car Center Cleanliness,Restaurant Cleanliness,Restroom Cleanliness,Safety Rating,Aware Of Website,Used Website,Website Rating,Previous Departures This Year,Overall Satisfaction,Overall Cleanliness,Airport Wi Fi Use,Restaurant Spending,Retail Shop Spending
963,E,3,English,Female,Ft Worth,US,,Good,Good,Fair,Fair,,,Good,Fair,,,,,Fair,Taxi,Good,,,,No,Business,Good,Good,Good,Good,,,,Fair,Fair,Very Good,Yes,Yes,Good,3+ Trips,65,52.49841541,No,41.55237153,9.660176117
73,E,3,English,Male,Scotts Valley,US,Other,Very Good,Very Good,Fair,Good,Good,,Good,Very Good,Good,,Very Good,,Fair,Private Car,,Airport Long Term Parking,No,,No,Visiting Friends and Relatives,Very Good,Fair,Good,Good,,,,Fair,Fair,Very Good,Yes,Yes,Good,2 Trips,79.16666667,75.69481398,No,0,32.05557626
850,E,3,English,Male,Irvine,US,,Very Good,Fair,Fair,Very Good,Very Good,Very Good,,Very Good,,Good,,,,Taxi,Very Poor,,No,,No,Vacation,Very Good,Very Good,Very Good,Good,,,,Fair,Fair,Very Good,Yes,Yes,Good,1 Trip,79.54545455,80.752559,No,22.7053717,69.33399404
494,F,3,English,Female,Seoul,Korea,,Very Good,Good,Fair,Good,,,,Good,,,,,,Taxi,Fair,,No,,Yes,Business,Very Good,,Very Good,Very Good,,,,Very Good,Fair,Very Good,Yes,Yes,Good,3+ Trips,75,93.09308953,No,35.25406982,3.513872672
12,F,3,English,Male,San Francisco,US,San Francisco,Fair,Good,,Fair,,,Fair,Fair,Fair,Fair,,,,Private Car,,Curb Drop,No,,No,Vacation,Fair,Fair,Fair,Fair,,,,,Good,Very Good,Yes,Yes,Good,1 Trip,52.77777778,54.65096779,No,9.554695969,8.664910909
47,F,3,English,Female,New York City,US,,Good,Good,Poor,Very Good,,,Good,Poor,,,,,Good,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Poor,Good,Fair,,,,,Good,Very Good,Yes,Yes,Good,2 Trips,61.11111111,76.45684084,No,0,28.69870817
975,F,3,English,Female,San Francisco,US,San Francisco,Good,Very Good,Fair,Good,,,,Good,,,,,Good,Taxi,Fair,,,,No,Business,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,Yes,Yes,Good,3+ Trips,77.77777778,94.35272004,,45.59721983,30.58375333
493,F,3,English,Female,Seoul,Korea,,Very Good,Good,Fair,Good,,,,Good,,,,,,Charter Service,Good,,No,,Yes,Business,Very Good,,Good,Good,,,,Fair,Good,Very Good,Yes,Yes,Good,3+ Trips,78.57142857,57.37501464,No,14.15475458,8.045853447
873,E,3,English,Female,South San Francisco,US,San Mateo,Fair,Very Good,Fair,Good,Very Good,Fair,Very Good,Very Good,Fair,,,,,Taxi,Good,,No,,No,Other,Very Good,Very Good,Very Good,Very Good,,,,Fair,Good,Very Good,Yes,Yes,Good,3+ Trips,79.16666667,86.21850709,No,41.0579315,3.362463099
254,F,3,English,Female,Las Vegas,US,,Good,Very Good,Good,Good,,,Good,Very Good,,,,,,Connecting flight,,,,,No,Business,Good,Fair,Very Good,Fair,,,,Good,Good,Very Good,Yes,Yes,Good,2 Trips,78.125,85.52937998,No,32.0861089,9.955519681
828,F,3,English,Male,West Lafayette,US,,Very Good,Very Good,Good,,,,Good,,,,,,Good,Connecting flight,,,,,Yes,School,Very Good,,Very Good,Very Good,,,,Good,Good,Very Good,Yes,Yes,Good,1 Trip,87.5,86.04048512,No,32.73891427,0.927517554
363,F,3,English,Female,San Francisco,US,San Francisco,Good,Good,Good,Good,,,Good,Good,Good,,Good,,Fair,Private Car,,Airport Long Term Parking,No,,No,Vacation,Very Good,Fair,Good,Good,Good,,,Good,Good,Very Good,Yes,Yes,Good,3+ Trips,72.72727273,78.63616089,No,13.23211765,38.03465753
980,F,3,English,Male,Daly City,US,San Mateo,Fair,Good,Good,Good,,,,Good,,Very Good,,,Good,BART,Good,,,,No,Vacation,Very Good,Very Good,Fair,Good,,Very Good,,Good,Good,Very Good,Yes,Yes,Good,3+ Trips,80,74.20590968,No,44.21194919,13.2644724
976,F,3,English,Male,San Francisco,US,San Francisco,Very Good,Fair,Good,Good,,,Fair,Very Good,,Good,,Good,Good,Rental Car Center,Fair,,,,Yes,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,Good,Good,Good,Good,Very Good,Yes,Yes,Good,3+ Trips,77.08333333,88.70732035,No,19.41289331,38.52246869
691,E,3,English,Female,San Francisco,US,San Francisco,Very Good,,Fair,Good,,,Very Good,Very Good,,,,,Fair,Shared Ride Van,Very Good,,Yes,No,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Very Good,Good,Very Good,Yes,Yes,Good,3+ Trips,86.11111111,80.81115915,No,10.69757051,40.31634189
972,F,3,English,Female,Shefeld,United Kingdom,,Good,Very Good,Good,Good,,,,Good,,Very Good,,,Fair,Connecting flight,,,,,No,Business,Very Good,Good,Very Good,Very Good,,Very Good,,,Very Good,Very Good,Yes,Yes,Good,2 Trips,80.55555556,100,No,18.93634819,8.981246814
888,F,3,English,Male,Pacifica,US,San Mateo,Good,Very Good,Good,Good,,,,Very Good,,,,,Very Good,Shared Ride Van,Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,Good,Very Good,Very Good,Yes,Yes,Good,3+ Trips,88.88888889,76.76367001,No,36.44172275,52.25071154
890,F,3,English,Female,Pacifica,US,San Mateo,Good,Good,Good,Good,,,,Good,,,,,Fair,Shared Ride Van,Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,Good,Very Good,Very Good,Yes,Yes,Good,3+ Trips,77.77777778,80.96399025,No,17.73877502,21.21150895
439,F,3,English,Male,Dalles,US,,Good,Fair,Good,Good,,Good,,Good,,Fair,,,Good,Connecting flight,,,,,Yes,Vacation,Very Good,,Good,Good,,,,Good,Very Good,Very Good,Yes,Yes,Good,3+ Trips,72.22222222,70.5626107,No,3.546778442,16.4502509
804,F,3,English,Male,Mechanicsville,US,,Very Good,Very Good,Good,Very Good,Very Good,,Good,Very Good,,,,,Very Good,Connecting flight,,,,,No,Visiting Friends and Relatives,Very Good,,Very Good,Fair,,,,Very Good,Very Good,Very Good,Yes,Yes,Good,3+ Trips,94.44444444,99.10566214,No,44.66199498,49.0681528
709,E,3,English,Female,Palo Alto,US,San Mateo,Very Good,Very Poor,Very Good,Very Good,Good,Good,Good,Very Good,Very Good,Very Good,Fair,Fair,Poor,Private Car,,International Garage A,Yes,No,No,Conference/Convention,,,Very Good,Very Good,,,,Very Good,Very Good,Very Good,Yes,Yes,Good,3+ Trips,73.07692308,97.04927688,No,5.946395987,0
711,E,3,English,Female,San Francisco,US,Alameda,Very Good,Very Good,Fair,Very Good,Very Good,Fair,Fair,Very Good,Very Good,Very Good,Very Good,,Fair,BART,Good,,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,Very Good,,Very Good,Very Good,Very Good,Yes,Yes,Good,2 Trips,85,100,No,19.13593375,17.04252468
600,E,3,English,Female,San Francisco,US,San Francisco,Very Good,Very Good,Good,Very Good,,,,Very Good,,Very Good,,,Good,BART,Very Good,,No,,Yes,Wedding/Funeral,Very Good,Very Good,Very Good,Very Good,,Very Good,,Very Good,Very Good,Very Good,Yes,Yes,Good,3+ Trips,95,100,No,35.76130962,20.07136576
1207,F,3,English,Male,Lathlop,US,,Good,Very Good,Fair,Good,,Fair,,Good,,,,,,Taxi,Good,,No,,No,Business,Very Good,Good,Good,Good,,,,Fair,Poor,Very Good,Yes,Yes,Good,3+ Trips,75,47.78526974,No,17.30036741,17.13088878
348,F,3,English,Male,Los Angeles,US,,Good,Good,Fair,Good,,,Very Good,Very Good,Good,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Fair,Fair,Fair,,,Fair,Poor,Very Good,Yes,Yes,Good,3+ Trips,83.33333333,50.41527824,No,29.15419922,14.55974222
457,F,3,English,Male,San Jose,US,Santa Clara,Fair,Very Poor,Good,Fair,Fair,,Very Good,Good,Good,,,,Good,Private Car,,International Garage A,No,,Yes,Visiting Friends and Relatives,Fair,Very Poor,Fair,Good,Poor,,Fair,Good,Poor,Very Good,Yes,Yes,Good,1 Trip,54.54545455,50.17837758,No,66.57491779,13.2257423
282,E,3,English,Female,,US,,Fair,Fair,Good,Good,,Fair,Fair,,,,,,,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,,,Poor,No,,,2 Trips,68.75,80.08057363,No,38.3317116,51.37168861
833,F,3,English,Male,Phoenix,US,,Fair,,,Very Good,Very Good,,,Very Good,,,,,Poor,Connecting flight,,,,,No,Vacation,Very Good,,Fair,Fair,,,,,Fair,Poor,No,,,3+ Trips,79.16666667,35.86680402,No,6.742652982,52.52234272
278,E,3,English,Male,Napa,US,Napa,Fair,,Fair,Good,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Conference/Convention,Very Good,Very Good,Good,Good,,,,Good,Fair,Poor,No,,,1 Trip,71.42857143,86.34119545,No,17.45099462,37.78629112
1319,F,3,English,Female,Honolulu,US,,Good,Good,Fair,Very Good,,,,Poor,,,,,,Connecting flight,,,,,Yes,Vacation,Very Good,Very Good,Very Good,Very Good,Very Good,,,,Good,Poor,No,,,3+ Trips,75,84.11880771,No,9.459780599,50.51268996
63,F,3,English,Male,Portland,US,,Good,Good,Good,Good,,,Very Good,Very Good,,,,,Good,Connecting flight,,,,,No,Business,Very Good,,Good,Good,,,,Poor,Good,Poor,No,,,3+ Trips,84.375,55.04850371,No,41.98411286,10.10472982
695,E,3,English,Male,Menlo Park,US,San Mateo,Good,,Fair,Good,,,,Good,,,,,,Shared Ride Van,Good,,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,Poor,No,,,2 Trips,78.57142857,88.06827917,,1.325970853,9.112387299
1001,F,3,English,Female,Vancouver,Canada,,Very Good,Very Good,,Very Good,,,,Very Good,,,,,,Private Car,,International Garage A,Yes,No,No,Conference/Convention,,,,,,,,,,Fair,No,,,1 Trip,100,,No,12.281909,12.58085297
404,F,3,English,Female,Madrid,Spain,,Good,Fair,Fair,Good,,,,,,,,,,Hotel Shuttle,Very Good,,No,,No,Vacation,Very Good,Very Good,Good,Fair,,,,,,Fair,No,,,0 Trips,78.57142857,63.71871559,No,23.44544128,33.690414
795,E,3,English,Male,Knoxville,US,,Good,,,,,,,Good,,,,,,Private Car,,Curb Drop,No,,No,Business,Very Poor,Very Poor,Good,Good,,,,,,Fair,No,,,2 Trips,37.5,69.94447148,No,5.34415492,6.15038445
797,E,3,English,Female,Dallas,US,,Good,Good,,,Good,Fair,Fair,Fair,,,,,,Private Car,,Curb Drop,No,,No,Business,Fair,Fair,Good,Good,,,,,,Fair,Yes,No,,1 Trip,59.375,83.60791358,No,62.51449201,3.697762938
52,F,3,English,Female,Tel Aviv,Israel,,Good,,Fair,Good,,,Good,Good,,Good,,Good,Fair,Rental Car Center,Fair,,,,No,Business,Fair,Good,Fair,Fair,,Fair,Fair,,,Fair,No,,,1 Trip,65.90909091,39.82581035,,43.17910342,6.006156316
1202,F,3,English,Male,,New Zealand,,Fair,,Fair,Fair,,,Good,Good,,,,,Very Poor,Private Car,,Curb Drop,No,,Yes,Business,Very Good,Very Good,Fair,Fair,,,,Fair,,Fair,No,,,1 Trip,62.5,37.89414249,No,39.55641259,31.30008514
283,E,3,English,Male,,US,,Good,Poor,,,,,Good,Good,,,,,Good,Private Car,,Curb Drop,No,,No,Vacation,Good,Very Good,Very Good,Very Good,,,,Good,,Fair,Yes,No,,1 Trip,71.42857143,100,No,18.48197526,61.60592399
796,E,3,English,Female,Chicago,US,,Fair,,,,,,,Fair,,,,,,Taxi,Very Good,,No,,No,Military,Good,Good,Fair,Fair,,,,,Fair,Fair,No,,,2 Trips,70,43.05194398,No,2.603231382,25.32180969
1,F,3,English,Male,Berkeley,US,Alameda,Good,Fair,Fair,Fair,,,Good,Fair,,,,,,Private Car,,Curb Drop,No,,No,Vacation,Good,Very Good,Fair,Fair,,,,,Fair,Fair,No,,,3+ Trips,65.625,57.63183008,No,15.84175349,0
989,F,3,English,Male,Quebec City,Canada,,Good,,Good,Very Good,,,,,,,,,,Connecting flight,,,,,No,Vacation,Good,,Good,Fair,,,,,Fair,Fair,No,,,1 Trip,81.25,54.48325097,No,28.3725914,42.73074794
393,F,3,English,Male,Carmel,US,,Fair,Fair,Poor,Fair,,Fair,,Fair,,,Very Good,,Fair,Connecting flight,,,,,No,Vacation,Very Good,Very Good,Very Poor,Very Poor,,,,,Fair,Fair,Yes,No,,3+ Trips,62.5,27.84827952,No,7.277961143,33.31979299
345,F,3,English,Female,Los Angeles,US,,Fair,Good,,Good,,Good,,Good,,,,,,Taxi,Very Good,,No,,No,Business,Fair,Fair,Poor,Poor,,,,,Fair,Fair,No,,,1 Trip,68.75,37.85711711,No,31.28013828,36.45939443
452,F,3,English,Male,Hayward,US,Contra Costa,Good,Good,Fair,Fair,,,Fair,Fair,,Good,,,Fair,Private Car,,Off-Airport Parking,No,,No,Vacation,Very Good,Fair,Fair,Fair,,,,Fair,Fair,Fair,Yes,No,,3+ Trips,62.5,49.85030151,No,3.813105434,50.64027322
263,F,3,English,Female,San Francisco,US,San Francisco,Fair,Poor,Fair,Good,Very Good,Fair,Very Good,Very Good,Good,Fair,,,Fair,Private Car,,Curb Drop,No,,Yes,Vacation,Good,Fair,Fair,Good,,,,Fair,Fair,Fair,No,,,3+ Trips,65.38461538,56.28709274,No,0,6.370217742
136,F,3,English,Male,San Francisco,US,San Francisco,Fair,Good,,Fair,,,,Good,Fair,,,,Fair,Private Scheduled Bus,Good,,No,,No,Visiting Friends and Relatives,Very Good,Good,Fair,Poor,,,,Fair,Fair,Fair,No,,,1 Trip,66.66666667,48.87880143,No,5.353433696,32.08374651
524,E,3,English,Female,Sonoma,US,Sonoma,Good,,Fair,Fair,,,Fair,Fair,Fair,Fair,,,Fair,Private Scheduled Bus,Good,,No,,No,Visiting Friends and Relatives,Fair,Good,Good,Good,,Fair,,Fair,Fair,Fair,Yes,No,,3+ Trips,56.81818182,52.40188588,No,0,12.39704953
523,E,3,English,Female,Calgary,Canada,,Good,,Good,Good,,,Good,Good,,,,,,Taxi,Good,,,,Yes,Vacation,Good,Poor,Good,Good,,,,Good,Fair,Fair,Yes,No,,1 Trip,68.75,78.95434201,No,54.62580122,25.84150298
57,F,3,English,Female,Gold Coast,Australia,,Fair,,Fair,Good,Good,,,Poor,,Very Good,,,Fair,BART,Good,,,,No,Conference/Convention,Good,Very Good,Good,Good,,Very Good,,Good,Fair,Fair,No,,,2 Trips,67.5,73.64418022,No,3.858811253,31.68736259
49,F,3,English,Female,New York City,US,,Good,Good,Fair,Fair,,,,Good,,,,,,Private Car,,Curb Drop,No,,No,Business,Good,Very Good,Fair,Fair,,,,Poor,Fair,Fair,No,,,3+ Trips,71.42857143,46.26495793,No,16.53841335,25.41657418
71,E,3,English,Male,Chicago,US,,Good,,Poor,Fair,,,Fair,Fair,Fair,,,Fair,Poor,Private Car,,Curb Drop,No,,No,Vacation,Good,Very Good,Fair,Good,,,,,Good,Fair,No,,,2 Trips,55,73.45314,No,10.5418169,46.36099314
872,E,3,English,Female,Dramanville,Canada,,Good,Good,,Fair,Fair,Fair,Fair,Good,,,,,,Private Scheduled Bus,Good,,No,,No,Conference/Convention,Very Good,Very Good,Good,Good,,,,,Good,Fair,No,,,1 Trip,70,70.91321868,No,24.209884,28.02955421
245,F,3,English,Female,Phoenix,US,,Very Good,,,,,,Very Poor,Very Poor,,,Very Good,Very Good,Fair,Taxi,Very Good,,No,,No,Wedding/Funeral,Very Good,Very Good,Good,Good,,,,,Good,Fair,Yes,No,,2 Trips,72.22222222,90.91566281,No,6.47259387,17.28191065
959,F,3,English,Female,San Jose,US,Santa Clara,Fair,,,Very Good,,,,,Very Good,,,,,Private Car,,Domestic Hourly,No,,Yes,Vacation,Very Good,Very Good,Fair,Fair,Good,,,,Good,Fair,No,,,3+ Trips,90,34.58594999,No,2.925922877,47.0461409
961,F,3,English,Male,Seattle,US,,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,,Good,,,Good,Connecting flight,,,,,No,Other,Very Good,Poor,Very Good,Very Good,,Very Good,,,Good,Fair,Yes,Yes,,0 Trips,89.58333333,94.75617706,No,25.2499479,27.47379471
262,F,3,English,Female,Denver,US,,Fair,Good,Good,Fair,,,,Good,,,,,,Connecting flight,,,,,No,Business,Fair,Very Poor,Good,Fair,,,,Good,Good,Fair,No,,,3+ Trips,53.57142857,63.31078737,No,34.07807346,26.06029243
446,F,3,English,Female,Tel Aviv,Israel,,Good,Good,Good,Very Good,Very Good,Good,Very Good,Very Good,,,,,,Private Car,,Curb Drop,No,,No,Business,Very Good,Fair,Good,Very Good,,,,Very Good,Very Good,Fair,No,,,3+ Trips,85,86.47778575,No,62.36589806,8.164789477
402,F,3,English,Female,Chico,US,,Very Poor,Fair,Good,Good,,,,Fair,,,,,Poor,Connecting flight,,,,,Yes,Vacation,Good,,Fair,Fair,,,,Poor,Poor,Fair,No,,,0 Trips,50,34.6029173,No,18.50000671,36.06861853
241,F,3,English,Male,New York City,US,,Good,Good,,Good,,,,Fair,,,,,,Hotel Shuttle,Very Good,,No,,No,Business,Fair,Fair,Fair,Fair,,,,,,Good,No,,,0 Trips,67.85714286,77.27776148,No,23.41083184,18.21226888
1033,E,3,English,Male,Marsenburt,US,,Fair,,,,,,,Good,,,,,,Hotel Shuttle,Very Good,,No,,No,Vacation,Very Good,Good,Fair,Fair,,,,,,Good,No,,,0 Trips,80,50.02206383,No,24.29089994,14.1200954
847,E,3,English,Male,Corona Del Mar,US,,Fair,,,Fair,,,,Fair,,,,,,Taxi,Good,,No,,No,Business,Good,Fair,Poor,Fair,,,,,,Good,No,,,3+ Trips,58.33333333,51.14315216,No,49.956173,22.07587265
455,F,3,English,Female,Atkinson,US,,Good,Very Good,,Good,,,Very Good,Very Good,,,,,,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Good,Good,Good,,,,,,Good,No,,,3+ Trips,89.28571429,73.81706644,No,22.45387997,27.19827712
226,E,3,English,Male,Sherfield,United Kingdom,,Fair,,,Fair,Fair,,Good,Good,,Good,,,Good,Hotel Shuttle,Very Good,,No,,Yes,Vacation,Fair,Good,Good,Good,,,,,,Good,No,,,1 Trip,67.5,64.77153089,No,11.53707051,42.26854627
1047,E,3,English,Female,Ottawa,Canada,,Good,,Fair,Good,Fair,,,Good,,,,,,Hotel Shuttle,Very Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,,,Good,No,,,2 Trips,78.125,76.32182042,No,15.01915496,38.92597718
818,E,3,English,Male,Laguna,US,,Good,Good,,Good,,,,,Very Good,Good,,,,Private Car,,Curb Drop,Yes,Yes,No,Vacation,Good,Good,,Very Good,,,,,,Good,Yes,No,,2 Trips,78.57142857,91.12834759,No,0,56.74988684
65,F,3,English,Female,San Diego,US,,Good,Very Good,Good,Very Good,Good,,,Very Good,,,,,,Connecting flight,,,,,Yes,Vacation,Very Good,Very Good,Very Good,Very Good,,,,,,Good,No,,,3+ Trips,90.625,100,No,23.91345622,32.13494
979,F,3,English,Male,Loma Linda,US,,Good,Fair,,Fair,,,Good,Good,,,,,,Private Car,,Curb Drop,No,,Yes,Visiting Friends and Relatives,Poor,Very Good,Very Good,Fair,Fair,,,,,Good,Yes,No,,2 Trips,64.28571429,61.52516336,No,0,11.96707167
983,F,3,English,Female,Vienna,Austria,,Good,Poor,,Good,,,,Very Good,,Very Good,,,,BART,Good,,,,Yes,Vacation,Good,Fair,Fair,Fair,,Very Good,,,,Good,No,,,0 Trips,71.875,74.69342143,No,1.386315212,22.28491626
419,F,3,English,Male,Boston,US,,Good,,,,,,Good,Good,,Good,,Good,,Rental Car Center,Good,,No,,No,Vacation,Very Good,Poor,Good,Good,,Very Good,Very Good,,,Good,No,,,1 Trip,71.875,84.6199337,No,7.206745153,18.17633018
692,E,3,English,Female,Moscow,Russia,,Good,Fair,Good,Very Good,Good,Good,Good,Fair,Very Good,Very Good,Very Good,Very Good,Very Good,Rental Car Center,Very Good,,Yes,No,No,Vacation,Fair,Good,Fair,Fair,Very Good,Very Good,Very Good,,,Good,No,,,2 Trips,81.25,66.29471874,No,44.67383227,25.93788267
344,F,3,English,Male,Oakland,US,Alameda,Good,Good,Good,Good,,,Fair,Fair,,,,,,Taxi,Very Poor,,No,,No,Vacation,Good,Poor,Fair,Fair,,,,Fair,,Good,Yes,No,,1 Trip,55.55555556,53.69871297,No,19.53081946,58.03630008
838,F,3,English,Male,Seattle,US,,Good,,Fair,Fair,,,,Good,,,,,Good,Connecting flight,,,,,No,Conference/Convention,Very Good,,Fair,Fair,,,,Fair,,Good,No,,,3+ Trips,70.83333333,51.10444344,No,9.063427735,0
958,F,3,English,Male,,New Zealand,,Fair,,Good,Good,,,Fair,Fair,Fair,,,,,Connecting flight,,,,,No,Vacation,Fair,Fair,Fair,Fair,,,,Fair,,Good,No,,,1 Trip,56.25,45.70370219,No,31.61303747,37.03472931
605,E,3,English,Female,Salvador,Brazil,,Fair,,Poor,Fair,,,,Good,,,,,Fair,Connecting flight,,,,,No,Business,Good,Fair,Fair,Fair,,,,Fair,,Good,No,,,2 Trips,53.57142857,36.68019443,No,1.844586555,25.68689805
694,E,3,English,Female,Toronto,Canada,,Fair,,Fair,Fair,,,,Good,,,,,Fair,Taxi,Very Good,,No,,No,Vacation,Good,Good,Fair,Fair,,,,Fair,,Good,No,,,2 Trips,65.625,72.54822206,,21.209304,23.65105718
343,F,3,English,Female,Seattle,US,,Fair,Fair,Very Good,Fair,Fair,Fair,Good,Very Good,Good,Very Good,Poor,Very Poor,Good,Taxi,Very Good,,No,,No,Business,Fair,Very Good,Very Good,Fair,,,,Fair,,Good,No,,,3+ Trips,65.625,78.21562158,,17.37954978,0
1314,F,3,English,Male,Rochester,US,,Very Good,,Good,Very Good,,,,Very Good,,,,,Good,Taxi,Very Good,,Yes,No,No,Visiting Friends and Relatives,Good,Very Good,Good,Good,,,,Good,,Good,No,,,1 Trip,90.625,94.29022583,No,23.32138828,39.97224558
693,E,3,English,Male,Claremont,US,,Good,Good,Good,,,,Good,,,,,,,Taxi,Good,,No,,No,Business,Very Good,Very Good,Good,Good,,,,Good,,Good,Yes,No,,1 Trip,82.14285714,59.34412573,No,16.65367222,55.08504412
841,F,3,English,Male,San Diego,US,,Very Good,Very Good,Good,Very Good,,,,Very Good,,,,,,Connecting flight,,,,,No,Visiting Friends and Relatives,Very Good,,Good,Good,,,,Very Good,,Good,No,,,1 Trip,95.83333333,84.00928372,,27.51433303,44.12288545
238,F,3,English,Male,Toronto,Canada,,Good,Fair,,Fair,,,,Fair,,,,,,Hotel Shuttle,Fair,,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Fair,,,,,,Fair,Good,No,,,0 Trips,67.85714286,25.78001829,No,12.61513004,46.21377184
930,F,3,English,Male,Chicago,US,,Good,Good,,Good,,,,Good,,,,,,Connecting flight,,,,,No,Vacation,Very Good,,Fair,Fair,,,,,Fair,Good,No,,,0 Trips,80,56.92970099,No,16.650278,13.47581336
9,F,3,English,Female,San Francisco,US,San Francisco,Good,Good,Poor,Fair,,,Good,Good,Fair,,,,Fair,BART,Good,,,,No,Vacation,Good,Good,Fair,Fair,,,,,Fair,Good,No,,,1 Trip,63.63636364,52.19315321,No,27.94633267,40.61070641
1182,F,3,English,Female,Martinez,US,Contra Costa,Good,Good,,Good,Good,Good,Good,Good,,,,,,Private Car,,Curb Drop,No,,No,Vacation,Good,Good,Fair,Fair,,,,,Fair,Good,No,,,1 Trip,75,53.15374276,No,25.07044014,12.76210643
674,F,3,English,Female,Flagstaff,US,,Good,,,Good,,,,Good,,,,,,Connecting flight,,,,,Yes,Vacation,Good,Good,Fair,Fair,,,,,Fair,Good,No,,,2 Trips,75,41.45919824,Yes,19.99209023,24.13289698
968,F,3,English,Male,Nelson,Canada,,Good,,Fair,Good,Good,,,Good,,,,,Very Good,Connecting flight,,,,,Yes,Vacation,Very Good,Fair,Fair,Fair,,,,,Fair,Good,No,,,2 Trips,75,62.49051596,No,17.33674501,8.020714869
284,E,3,English,Male,Hong Kong,China,,Fair,Fair,Fair,Fair,,,Good,Good,,,,,,Connecting flight,,,,,No,School,Good,Fair,Fair,Fair,,,,,Fair,Good,No,,,2 Trips,59.375,52.2662778,No,14.56096126,18.43532306
342,F,3,English,Female,Phoenix,US,,Fair,Good,,Good,,,Fair,Fair,,,,,,Connecting flight,,,,,No,Business,Fair,Poor,Fair,Fair,,,,,Fair,Good,Yes,No,,3+ Trips,53.57142857,39.34459497,No,46.8380918,23.18306398
835,F,3,English,Female,San Diego,US,,Fair,Good,Good,Good,,,,Good,,,,,Fair,Connecting flight,,,,,Yes,Other,Very Good,,Fair,Fair,,,,,Fair,Good,No,,,3+ Trips,71.42857143,42.32488865,,11.25016883,6.503426569
140,E,3,English,Female,Stockton,US,,Good,Good,Fair,Good,Good,,Good,Good,,,,,Fair,Private Car,,Curb Drop,,No,No,Visiting Friends and Relatives,Good,Good,Good,Fair,,,,,Fair,Good,No,,,1 Trip,70,54.04609698,No,19.25329592,39.61152881
962,E,3,English,Male,Dallas,US,,Fair,Good,Fair,Good,,,,Poor,,,,,,Hotel Shuttle,Very Poor,,,,No,Vacation,Fair,Fair,Good,Good,,,,,Fair,Good,Yes,No,,1 Trip,46.875,80.16689538,No,6.831094173,56.78880392
978,F,3,English,Male,,Philippines,,Good,Good,Good,Good,Fair,Good,Very Good,Very Good,Good,,,Good,Fair,Connecting flight,,,,,No,Vacation,Very Good,Good,Good,Good,,,,,Fair,Good,No,,,1 Trip,76.92307692,55.04229002,No,26.4249108,40.59414661
7,F,3,English,Female,Daly City,US,San Mateo,Good,Good,Fair,Fair,,,Fair,Good,Fair,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Fair,Good,Good,Good,,,,,Fair,Good,No,,,2 Trips,60,62.59390496,No,6.651706289,42.50432606
8,F,3,English,Female,San Mateo,US,San Mateo,Good,Good,,,,,Good,Good,Fair,Fair,,,,Private Car,,Curb Drop,Yes,No,No,Visiting Friends and Relatives,Fair,Good,Good,Good,,,,,Fair,Good,No,,,2 Trips,65.625,73.22887856,No,17.60217689,31.74414319
982,F,3,English,Male,San Jose,US,Santa Clara,Fair,Good,Good,Good,,,Fair,Fair,Good,,Good,,Fair,Private Car,,Off-Airport Parking,No,,No,Business,Very Good,Very Good,Fair,Fair,,,,Fair,Fair,Good,Yes,No,,3+ Trips,70.45454545,63.18444752,No,55.72782052,0
239,F,3,English,Female,New York City,US,,Good,Good,,Fair,,,,Fair,,,,,,Hotel Shuttle,Very Good,,No,,No,Business,Very Good,Fair,Fair,Fair,,,,Fair,Fair,Good,No,,,0 Trips,71.42857143,52.06582069,,29.23648669,21.75411862
346,F,3,English,Male,Roseburg,US,,Fair,Fair,Fair,Fair,,,Fair,Fair,,,,,Fair,Connecting flight,,,,,No,Vacation,Fair,Very Good,Fair,Fair,,,,Fair,Fair,Good,Yes,No,,0 Trips,55.55555556,55.3838675,No,43.83857722,27.08327338
